EBELN,INVOICE_DATE,INVOICE_WEEK,INVOICE_MONTH,INVOICE_QUARTER,VENDOR_CODE,VENDOR_NAME,VENDOR_COUNTRY,MATERIAL_CODE,MATERIAL_TYPE,PUR_ORG,PUR_ORG_NAME,PUR_GRP,PUR_GRP_NAME,LOCAL_CURRENCY,INVOICE_COUNT,TOTAL_SPEND
4500001712,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001652,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001672,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001692,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001780,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001877,2024-03-16,2024w11,Mar-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001514,2023-12-24,2023w51,Dec-2023,2023-4,CV000023,Vendor 1 for US 2 -Raw material PG,US,C0000100,ROH,P002,US West Pur org,US4,US West-Packaged G,USD,4,2080.0
4500000870,2023-08-06,2023w31,Aug-2023,2023-3,CV000036,US 2 Vendor for Operating supplies,US,C0000229,HIBE,P002,US West Pur org,P02,US West Buyer,USD,4,460.0
4500001797,2024-03-16,2024w11,Mar-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001817,2024-03-16,2024w11,Mar-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001012,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500000972,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001055,2023-09-10,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001152,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500001132,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,720.0
4500000476,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,680.0
4500000416,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,680.0
4500000151,2024-07-14,2024w28,Jul-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000137,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,1040.0
4500001356,2023-11-20,2023w47,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001486,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001433,2023-12-26,2023w52,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,,US6,US West-Electronic,USD,4,0.0
4500001516,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001626,2024-01-14,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001553,2024-01-11,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001673,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500000847,2023-08-06,2023w31,Aug-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,6,18360.0
4500000907,2023-08-07,2023w32,Aug-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500000973,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001066,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500000993,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,6,18360.0
4500000457,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,10880.0
4500000397,2024-08-30,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,,US6,US West-Electronic,USD,4,0.0
4500000417,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,10880.0
4500001346,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,6,18360.0
4500001342,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,6,18360.0
4500001492,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,6,18360.0
4500001263,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000141,HALB,P002,,US6,US West-Electronic,USD,6,840.0
4500001653,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000141,HALB,P002,,US6,US West-Electronic,USD,6,840.0
4500000418,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000142,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,13440.0
4500000458,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000142,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,19040.0
4500000398,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000142,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,19040.0
4500001357,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001244,2023-11-20,2023w47,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,,US6,US West-Electronic,USD,4,0.0
4500001374,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001614,2024-01-14,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001534,2024-01-11,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001574,2024-01-11,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001627,2024-01-11,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001782,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001747,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001674,2024-02-14,2024w7,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,,US6,US West-Electronic,USD,4,0.0
4500001757,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001819,2024-03-19,2024w12,Mar-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,,US6,US West-Electronic,USD,4,0.0
4500001839,2024-03-16,2024w11,Mar-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001879,2024-03-19,2024w12,Mar-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500000848,2023-08-06,2023w31,Aug-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500000868,2023-08-07,2023w32,Aug-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,,US6,US West-Electronic,USD,4,0.0
4500001034,2023-09-10,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001047,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500000954,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001014,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001187,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500001094,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000145,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,25160.0
4500000153,2024-07-14,2024w28,Jul-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000148,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,3040.0
4500001288,2023-11-18,2023w46,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000001,FERT,P002,,US4,US West-Packaged G,USD,6,22680.0
4500000402,2024-08-29,2024w35,Aug-2024,2024-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000001,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,7128.0
4500001438,2023-12-24,2023w51,Dec-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000001,FERT,P002,,US4,US West-Packaged G,USD,6,22680.0
4500001598,2024-01-11,2024w2,Jan-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000001,FERT,P002,,US4,US West-Packaged G,USD,6,22680.0
4500001718,2024-02-10,2024w6,Feb-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000001,FERT,P002,,US4,US West-Packaged G,USD,6,22680.0
4500000912,2023-08-06,2023w31,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000001,FERT,P002,,US4,US West-Packaged G,USD,6,22680.0
4500001158,2023-10-12,2023w41,Oct-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000001,FERT,P002,,US4,US West-Packaged G,USD,6,22680.0
4500000422,2024-08-29,2024w35,Aug-2024,2024-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000001,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,11520.0
4500001338,2023-11-18,2023w46,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,6,3240.0
4500001248,2023-11-18,2023w46,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500001578,2024-01-11,2024w2,Jan-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500001558,2024-01-11,2024w2,Jan-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500001678,2024-02-10,2024w6,Feb-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500001823,2024-03-16,2024w11,Mar-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500001863,2024-03-16,2024w11,Mar-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,6,3960.0
4500000892,2023-08-06,2023w31,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500000852,2023-08-07,2023w32,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500000872,2023-08-06,2023w31,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500000958,2023-09-10,2023w36,Sep-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000003,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500001230,2023-11-18,2023w46,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001210,2023-11-20,2023w47,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001290,2023-11-18,2023w46,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,2,1040.0
4500001380,2023-12-24,2023w51,Dec-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001560,2024-01-11,2024w2,Jan-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001660,2024-02-10,2024w6,Feb-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001781,2024-02-14,2024w7,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000139,HALB,P002,US West Pur org,US6,US West-Electronic,USD,4,12240.0
4500001270,2023-11-18,2023w46,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001640,2024-02-14,2024w7,Feb-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001720,2024-02-10,2024w6,Feb-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,2,1040.0
4500001825,2024-03-16,2024w11,Mar-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001845,2024-03-16,2024w11,Mar-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500000834,2023-08-07,2023w32,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500000914,2023-08-06,2023w31,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,2,1040.0
4500001020,2023-09-06,2023w36,Sep-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,2,1040.0
4500000960,2023-09-06,2023w36,Sep-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001000,2023-09-06,2023w36,Sep-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001140,2023-10-12,2023w41,Oct-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001160,2023-10-12,2023w41,Oct-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,2,1040.0
4500001100,2023-10-12,2023w41,Oct-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001120,2023-10-12,2023w41,Oct-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000010,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,3520.0
4500001291,2023-11-18,2023w46,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500001211,2023-11-18,2023w46,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500001271,2023-11-18,2023w46,Nov-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500001661,2024-02-10,2024w6,Feb-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,2,400.0
4500001641,2024-02-10,2024w6,Feb-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500001701,2024-02-10,2024w6,Feb-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500001806,2024-03-16,2024w11,Mar-2024,2024-1,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,2,400.0
4500000855,2023-08-06,2023w31,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,2,400.0
4500000835,2023-08-06,2023w31,Aug-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500000941,2023-09-06,2023w36,Sep-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500000981,2023-09-10,2023w36,Sep-2023,2023-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,,US4,US West-Packaged G,USD,4,0.0
4500001081,2023-10-12,2023w41,Oct-2023,2023-4,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000016,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,1440.0
4500000425,2024-08-29,2024w35,Aug-2024,2024-3,CV000008,Vendor 1 for US 2-Packaged Goods,US,C0000019,FERT,P002,US West Pur org,US4,US West-Packaged G,USD,4,2640.0
4500001272,2023-11-18,2023w46,Nov-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001212,2023-11-18,2023w46,Nov-2023,2023-4,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001602,2024-01-11,2024w2,Jan-2024,2024-1,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001542,2024-01-11,2024w2,Jan-2024,2024-1,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001582,2024-01-11,2024w2,Jan-2024,2024-1,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001522,2024-01-11,2024w2,Jan-2024,2024-1,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001787,2024-03-16,2024w11,Mar-2024,2024-1,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500000856,2023-08-06,2023w31,Aug-2023,2023-3,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500000876,2023-08-06,2023w31,Aug-2023,2023-3,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500001022,2023-09-06,2023w36,Sep-2023,2023-3,CV000009,Vendor 2 for US 2-Perishables,US,C0000033,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,2160.0
4500000406,2024-08-29,2024w35,Aug-2024,2024-3,CV000009,Vendor 2 for US 2-Perishables,US,C0000034,FERT,P002,US West Pur org,US5,US West-Perishable,USD,4,1440.0
4500000390,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000059,FERT,P002,,US6,US West-Electronic,USD,4,76000.0
4500001216,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500001426,2023-12-24,2023w51,Dec-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500001606,2024-01-11,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500001666,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500001706,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500001686,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500000860,2023-08-06,2023w31,Aug-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500000880,2023-08-06,2023w31,Aug-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500001086,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000061,FERT,P002,,US6,US West-Electronic,USD,4,352800.0
4500001547,2024-01-11,2024w2,Jan-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000064,FERT,P002,,US6,US West-Electronic,USD,6,7200.0
4500001727,2024-02-10,2024w6,Feb-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000064,FERT,P002,,US6,US West-Electronic,USD,6,7200.0
4500001237,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000065,FERT,P002,,US6,US West-Electronic,USD,6,19200.0
4500001872,2024-03-16,2024w11,Mar-2024,2024-1,CV000010,Vendor 3 for US 2 Electronics,US,C0000065,FERT,P002,,US6,US West-Electronic,USD,4,12800.0
4500000967,2023-09-06,2023w36,Sep-2023,2023-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000065,FERT,P002,,US6,US West-Electronic,USD,6,19200.0
4500001167,2023-10-12,2023w41,Oct-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000065,FERT,P002,,US6,US West-Electronic,USD,6,19200.0
4500000431,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000065,FERT,P002,US West Pur org,US6,US West-Electronic,USD,4,14400.0
4500000411,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000065,FERT,P002,US West Pur org,US6,US West-Electronic,USD,4,14400.0
4500000391,2024-08-29,2024w35,Aug-2024,2024-3,CV000010,Vendor 3 for US 2 Electronics,US,C0000065,FERT,P002,US West Pur org,US6,US West-Electronic,USD,4,14400.0
4500001345,2023-11-18,2023w46,Nov-2023,2023-4,CV000010,Vendor 3 for US 2 Electronics,US,C0000066,FERT,P002,US West Pur org,US6,US West-Electronic,USD,6,51840.0
